img,link,skin;
/images/champion/skins/portrait/thresh-high-noon.jpg,/league-of-legends/skin/thresh-high-noon-1011,High Noon Thresh;
/images/champion/skins/portrait/urgot-high-noon.jpg,/league-of-legends/skin/urgot-high-noon-1012,High Noon Urgot;
/images/champion/skins/portrait/braum-mafia.jpg,/league-of-legends/skin/braum-mafia-1007,Mafia Braum;
/images/champion/skins/portrait/ashe-cosmic-queen.jpg,/league-of-legends/skin/ashe-cosmic-queen-1003,Cosmic Queen Ashe;
/images/champion/skins/portrait/lulu-cosmic-enchantress.jpg,/league-of-legends/skin/lulu-cosmic-enchantress-1004,Cosmic Enchantress Lulu;
/images/champion/skins/portrait/xin-zhao-cosmic-defender.jpg,/league-of-legends/skin/xin-zhao-cosmic-defender-1005,Cosmic Defender Xin Zhao;
/images/champion/skins/portrait/aurelion-sol-mecha.jpg,/league-of-legends/skin/aurelion-sol-mecha-1006,Mecha Aurelion Sol;
/images/champion/skins/portrait/caitlyn-pool-party.jpg,/league-of-legends/skin/caitlyn-pool-party-1000,Pool Party Caitlyn;
/images/champion/skins/portrait/gangplank-pool-party.jpg,/league-of-legends/skin/gangplank-pool-party-1001,Pool Party Gangplank;
/images/champion/skins/portrait/zoe-pool-party.jpg,/league-of-legends/skin/zoe-pool-party-1002,Pool Party Zoe;
/images/champion/skins/portrait/poppy-hextech.jpg,/league-of-legends/skin/poppy-hextech-993,Hextech Poppy;
/images/champion/skins/portrait/ezreal-ssg.jpg,/league-of-legends/skin/ezreal-ssg-994,SSG Ezreal;
/images/champion/skins/portrait/gnar-ssg.jpg,/league-of-legends/skin/gnar-ssg-995,SSG Gnar;
/images/champion/skins/portrait/jarvan-iv-ssg.jpg,/league-of-legends/skin/jarvan-iv-ssg-996,SSG Jarvan IV;
/images/champion/skins/portrait/rakan-ssg.jpg,/league-of-legends/skin/rakan-ssg-997,SSG Rakan;
/images/champion/skins/portrait/taliyah-ssg.jpg,/league-of-legends/skin/taliyah-ssg-998,SSG Taliyah;
/images/champion/skins/portrait/xayah-ssg.jpg,/league-of-legends/skin/xayah-ssg-999,SSG Xayah;
/images/champion/skins/portrait/chogath-dark-star.jpg,/league-of-legends/skin/chogath-dark-star-992,Dark Star Cho'Gath;
/images/champion/skins/portrait/darius-god-king.jpg,/league-of-legends/skin/darius-god-king-990,God-King Darius;
/images/champion/skins/portrait/garen-god-king.jpg,/league-of-legends/skin/garen-god-king-991,God-King Garen;
/images/champion/skins/portrait/lee-sin-playmaker.jpg,/league-of-legends/skin/lee-sin-playmaker-988,Playmaker Lee Sin;
/images/champion/skins/portrait/rammus-sweeper.jpg,/league-of-legends/skin/rammus-sweeper-989,Sweeper Rammus;
/images/champion/skins/portrait/diana-dark-waters.jpg,/league-of-legends/skin/diana-dark-waters-984,Dark Waters Diana;
/images/champion/skins/portrait/vladimir-dark-waters.jpg,/league-of-legends/skin/vladimir-dark-waters-985,Dark Waters Vladimir;
/images/champion/skins/portrait/pyke-classic.jpg,/league-of-legends/skin/pyke-classic-986,Classic Pyke;
/images/champion/skins/portrait/pyke-sand-wraith.jpg,/league-of-legends/skin/pyke-sand-wraith-987,Sand Wraith Pyke;
/images/champion/skins/portrait/riven-pulsefire.jpg,/league-of-legends/skin/riven-pulsefire-981,Pulsefire Riven;
/images/champion/skins/portrait/shen-pulsefire.jpg,/league-of-legends/skin/shen-pulsefire-982,Pulsefire Shen;
/images/champion/skins/portrait/twisted-fate-pulsefire.jpg,/league-of-legends/skin/twisted-fate-pulsefire-983,Pulsefire Twisted Fate;
/images/champion/skins/portrait/evelynn-blood-moon.jpg,/league-of-legends/skin/evelynn-blood-moon-979,Blood Moon Evelynn;
/images/champion/skins/portrait/teemo-beemo.jpg,/league-of-legends/skin/teemo-beemo-980,Beemo;
/images/champion/skins/portrait/varus-conqueror.jpg,/league-of-legends/skin/varus-conqueror-978,Conqueror Varus;
/images/champion/skins/portrait/rumble-badlands-baron.jpg,/league-of-legends/skin/rumble-badlands-baron-977,Badlands Baron Rumble;
/images/champion/skins/portrait/wukong-lancer-stratus.jpg,/league-of-legends/skin/wukong-lancer-stratus-976,Lancer Stratus Wukong;
/images/champion/skins/portrait/sivir-pizza-delivery.jpg,/league-of-legends/skin/sivir-pizza-delivery-974,Pizza Delivery Sivir;
/images/champion/skins/portrait/galio-birdio.jpg,/league-of-legends/skin/galio-birdio-975,Birdio;
/images/champion/skins/portrait/alistar-hextech.jpg,/league-of-legends/skin/alistar-hextech-973,Hextech Alistar;
/images/champion/skins/portrait/miss-fortune-gun-goddess.jpg,/league-of-legends/skin/miss-fortune-gun-goddess-972,Gun Goddess Miss Fortune;
/images/champion/skins/portrait/illaoi-resistance.jpg,/league-of-legends/skin/illaoi-resistance-971,Resistance Illaoi;
/images/champion/skins/portrait/kaisa-bullet-angel.jpg,/league-of-legends/skin/kaisa-bullet-angel-970,Bullet Angel Kai'Sa;
/images/champion/skins/portrait/kaisa-classic.jpg,/league-of-legends/skin/kaisa-classic-969,Classic Kai'Sa;
/images/champion/skins/portrait/jarvan-iv-dark-star.jpg,/league-of-legends/skin/jarvan-iv-dark-star-967,Dark Star Jarvan IV;
/images/champion/skins/portrait/swain-dragon-master.jpg,/league-of-legends/skin/swain-dragon-master-968,Dragon Master Swain;
/images/champion/skins/portrait/xayah-sweetheart.jpg,/league-of-legends/skin/xayah-sweetheart-965,Sweetheart Xayah;
/images/champion/skins/portrait/rakan-sweetheart.jpg,/league-of-legends/skin/rakan-sweetheart-966,Sweetheart Rakan;
/images/champion/skins/portrait/warwick-lunar-guardian.jpg,/league-of-legends/skin/warwick-lunar-guardian-962,Lunar Guardian Warwick;
/images/champion/skins/portrait/nasus-lunar-guardian.jpg,/league-of-legends/skin/nasus-lunar-guardian-963,Lunar Guardian Nasus;
/images/champion/skins/portrait/lux-lunar-empress.jpg,/league-of-legends/skin/lux-lunar-empress-964,Lunar Empress Lux;
/images/champion/skins/portrait/gragas-arctic-ops.jpg,/league-of-legends/skin/gragas-arctic-ops-961,Arctic Ops Gragas;
/images/champion/skins/portrait/jax-god-staff.jpg,/league-of-legends/skin/jax-god-staff-960,God Staff Jax;
/images/champion/skins/portrait/jinx-ambitious-elf.jpg,/league-of-legends/skin/jinx-ambitious-elf-956,Ambitious Elf Jinx;
/images/champion/skins/portrait/draven-santa.jpg,/league-of-legends/skin/draven-santa-957,Santa Draven;
/images/champion/skins/portrait/poppy-snow-fawn.jpg,/league-of-legends/skin/poppy-snow-fawn-958,Snow Fawn Poppy;
/images/champion/skins/portrait/kog-maw-hextech.jpg,/league-of-legends/skin/kog-maw-hextech-959,Hextech Kog'Maw;
/images/champion/skins/portrait/jhin-project.jpg,/league-of-legends/skin/jhin-project-953,PROJECT: Jhin;
/images/champion/skins/portrait/vayne-project.jpg,/league-of-legends/skin/vayne-project-954,PROJECT: Vayne;
/images/champion/skins/portrait/vi-project.jpg,/league-of-legends/skin/vi-project-955,PROJECT: Vi;
/images/champion/skins/portrait/zoe-cyber-pop.jpg,/league-of-legends/skin/zoe-cyber-pop-952,Cyber Pop Zoe;
/images/champion/skins/portrait/graves-victorious.jpg,/league-of-legends/skin/graves-victorious-948,Victorious Graves;
/images/champion/skins/portrait/blitzcrank-lancer-rogue.jpg,/league-of-legends/skin/blitzcrank-lancer-rogue-949,Lancer Rogue Blitzcrank;
/images/champion/skins/portrait/blitzcrank-lancer-paragon.jpg,/league-of-legends/skin/blitzcrank-lancer-paragon-950,Lancer Paragon Blitzcrank;
/images/champion/skins/portrait/rengar-mecha.jpg,/league-of-legends/skin/rengar-mecha-947,Mecha Rengar;
/images/champion/skins/portrait/katarina-deathsworn.jpg,/league-of-legends/skin/katarina-deathsworn-944,Death Sworn Katarina;
/images/champion/skins/portrait/viktor-deathsworn.jpg,/league-of-legends/skin/viktor-deathsworn-945,Death Sworn Viktor;
/images/champion/skins/portrait/zed-deathsworn.jpg,/league-of-legends/skin/zed-deathsworn-946,Death Sworn Zed;
/images/champion/skins/portrait/annie-super-galaxy.jpg,/league-of-legends/skin/annie-super-galaxy-940,Super Galaxy Annie;
/images/champion/skins/portrait/elise-super-galaxy.jpg,/league-of-legends/skin/elise-super-galaxy-941,Super Galaxy Elise;
/images/champion/skins/portrait/gnar-super-galaxy.jpg,/league-of-legends/skin/gnar-super-galaxy-942,Super Galaxy Gnar;
/images/champion/skins/portrait/nidalee-super-galaxy.jpg,/league-of-legends/skin/nidalee-super-galaxy-943,Super Galaxy Nidalee;
/images/champion/skins/portrait/singed-beekeeper.jpg,/league-of-legends/skin/singed-beekeeper-938,Beekeeper Singed;
/images/champion/skins/portrait/fiora-soaring-sword.jpg,/league-of-legends/skin/fiora-soaring-sword-935,Soaring Sword Fiora;
/images/champion/skins/portrait/janna-sacred-sword.jpg,/league-of-legends/skin/janna-sacred-sword-936,Sacred Sword Janna;
/images/champion/skins/portrait/master-yi-eternal-sword.jpg,/league-of-legends/skin/master-yi-eternal-sword-937,Eternal Sword Yi;
/images/champion/skins/portrait/yorick-arclight.jpg,/league-of-legends/skin/yorick-arclight-939,Arclight Yorick;
/images/champion/skins/portrait/cassiopeia-eternum.jpg,/league-of-legends/skin/cassiopeia-eternum-934,Eternum Cassiopeia;
/images/champion/skins/portrait/ashe-championship.jpg,/league-of-legends/skin/ashe-championship-933,Championship Ashe;
/images/champion/skins/portrait/ahri-star-guardian.jpg,/league-of-legends/skin/ahri-star-guardian-927,Star Guardian Ahri;
/images/champion/skins/portrait/ezreal-star-guardian.jpg,/league-of-legends/skin/ezreal-star-guardian-928,Star Guardian Ezreal;
/images/champion/skins/portrait/miss-fortune-star-guardian.jpg,/league-of-legends/skin/miss-fortune-star-guardian-929,Star Guardian Miss Fortune;
/images/champion/skins/portrait/soraka-star-guardian.jpg,/league-of-legends/skin/soraka-star-guardian-930,Star Guardian Soraka;
/images/champion/skins/portrait/syndra-star-guardian.jpg,/league-of-legends/skin/syndra-star-guardian-931,Star Guardian Syndra;
/images/champion/skins/portrait/sivir-neo-pax.jpg,/league-of-legends/skin/sivir-neo-pax-932,Neo PAX Sivir;
/images/champion/skins/portrait/ornn-classic.jpg,/league-of-legends/skin/ornn-classic-925,Classic Ornn;
/images/champion/skins/portrait/ornn-thunder-lord.jpg,/league-of-legends/skin/ornn-thunder-lord-926,Thunder Lord Ornn;
/images/champion/skins/portrait/hecarim-lancer-zero.jpg,/league-of-legends/skin/hecarim-lancer-zero-924,Lancer Zero Hecarim;
/images/champion/skins/portrait/brand-battle-boss.jpg,/league-of-legends/skin/brand-battle-boss-921,Battle Boss Brand;
/images/champion/skins/portrait/malzahar-battle-boss.jpg,/league-of-legends/skin/malzahar-battle-boss-922,Battle Boss Malzahar;
/images/champion/skins/portrait/ziggs-battle-boss.jpg,/league-of-legends/skin/ziggs-battle-boss-923,Battle Boss Ziggs;
/images/champion/skins/portrait/fizz-omega-squad.jpg,/league-of-legends/skin/fizz-omega-squad-916,Omega Squad Fizz;
/images/champion/skins/portrait/tristana-omega-squad.jpg,/league-of-legends/skin/tristana-omega-squad-917,Omega Squad Tristana;
/images/champion/skins/portrait/twitch-omega-squad.jpg,/league-of-legends/skin/twitch-omega-squad-918,Omega Squad Twitch;
/images/champion/skins/portrait/veigar-omega-squad.jpg,/league-of-legends/skin/veigar-omega-squad-919,Omega Squad Veigar;
/images/champion/skins/portrait/kayn-classic.jpg,/league-of-legends/skin/kayn-classic-914,Classic Kayn;
/images/champion/skins/portrait/kayn-soulhunter.jpg,/league-of-legends/skin/kayn-soulhunter-915,Soulhunter Kayn;
/images/champion/skins/portrait/ekko-skt-t1.jpg,/league-of-legends/skin/ekko-skt-t1-908,SKT T1 Ekko;
/images/champion/skins/portrait/jhin-skt-t1.jpg,/league-of-legends/skin/jhin-skt-t1-909,SKT T1 Jhin;
/images/champion/skins/portrait/nami-skt-t1.jpg,/league-of-legends/skin/nami-skt-t1-910,SKT T1 Nami;
/images/champion/skins/portrait/olaf-skt-t1.jpg,/league-of-legends/skin/olaf-skt-t1-911,SKT T1 Olaf;
/images/champion/skins/portrait/syndra-skt-t1.jpg,/league-of-legends/skin/syndra-skt-t1-912,SKT T1 Syndra;
/images/champion/skins/portrait/zac-skt-t1.jpg,/league-of-legends/skin/zac-skt-t1-913,SKT T1 Zac;
/images/champion/skins/portrait/riven-dawnbringer.jpg,/league-of-legends/skin/riven-dawnbringer-906,Dawnbringer Riven;
/images/champion/skins/portrait/yasuo-nightbringer.jpg,/league-of-legends/skin/yasuo-nightbringer-907,Nightbringer Yasuo;
/images/champion/skins/portrait/tryndamere-chemtech.jpg,/league-of-legends/skin/tryndamere-chemtech-905,Chemtech Tryndamere;
/images/champion/skins/portrait/caitlyn-pulsefire.jpg,/league-of-legends/skin/caitlyn-pulsefire-904,Pulsefire Caitlyn;
/images/champion/skins/portrait/master-yi-cosmic-blade.jpg,/league-of-legends/skin/master-yi-cosmic-blade-898,Cosmic Blade Master Yi;
/images/champion/skins/portrait/karma-conqueror.jpg,/league-of-legends/skin/karma-conqueror-899,Conqueror Karma;
/images/champion/skins/portrait/xayah-classic.jpg,/league-of-legends/skin/xayah-classic-896,Classic Xayah;
/images/champion/skins/portrait/xayah-cosmic-dusk.jpg,/league-of-legends/skin/xayah-cosmic-dusk-897,Cosmic Dusk Xayah;
/images/champion/skins/portrait/rakan-classic.jpg,/league-of-legends/skin/rakan-classic-900,Classic Rakan;
/images/champion/skins/portrait/rakan-cosmic-dawn.jpg,/league-of-legends/skin/rakan-cosmic-dawn-901,Cosmic Dawn Rakan;
/images/champion/skins/portrait/darius-dreadnova.jpg,/league-of-legends/skin/darius-dreadnova-894,Dreadnova Darius;
/images/champion/skins/portrait/lee-sin-god-fist.jpg,/league-of-legends/skin/lee-sin-god-fist-895,God Fist Lee Sin;
/images/champion/skins/portrait/khazix-dark-star.jpg,/league-of-legends/skin/khazix-dark-star-902,Dark Star Kha'Zix;
/images/champion/skins/portrait/orianna-dark-star.jpg,/league-of-legends/skin/orianna-dark-star-903,Dark Star Orianna;
/images/champion/skins/portrait/alistar-moo-cow.jpg,/league-of-legends/skin/alistar-moo-cow-890,Moo Cow Alistar;
/images/champion/skins/portrait/kennen-super.jpg,/league-of-legends/skin/kennen-super-891,Super Kennen;
/images/champion/skins/portrait/kogmaw-pugmaw.jpg,/league-of-legends/skin/kogmaw-pugmaw-892,Pug'Maw;
/images/champion/skins/portrait/renekton-renektoy.jpg,/league-of-legends/skin/renekton-renektoy-893,Renektoy;
/images/champion/skins/portrait/xin-zhao-dragonslayer.jpg,/league-of-legends/skin/xin-zhao-dragonslayer-888,Dragonslayer Xin Zhao;
/images/champion/skins/portrait/zyra-dragon-sorceress.jpg,/league-of-legends/skin/zyra-dragon-sorceress-889,Dragon Sorceress Zyra;
/images/champion/skins/portrait/anivia-festival-queen.jpg,/league-of-legends/skin/anivia-festival-queen-887,Festival Queen Anivia;
/images/champion/skins/portrait/diana-blood-moon.jpg,/league-of-legends/skin/diana-blood-moon-883,Blood Moon Diana;
/images/champion/skins/portrait/twisted-fate-blood-moon.jpg,/league-of-legends/skin/twisted-fate-blood-moon-884,Blood Moon Twisted Fate;
/images/champion/skins/portrait/jhin-blood-moon.jpg,/league-of-legends/skin/jhin-blood-moon-885,Blood Moon Jhin;
/images/champion/skins/portrait/talon-blood-moon.jpg,/league-of-legends/skin/talon-blood-moon-886,Blood Moon Talon;
/images/champion/skins/portrait/lucian-heartseeker.jpg,/league-of-legends/skin/lucian-heartseeker-881,Heartseeker Lucian;
/images/champion/skins/portrait/quinn-heartseeker.jpg,/league-of-legends/skin/quinn-heartseeker-882,Heartseeker Quinn;
/images/champion/skins/portrait/azir-warring-kingdoms.jpg,/league-of-legends/skin/azir-warring-kingdoms-878,Warring Kingdoms Azir;
/images/champion/skins/portrait/garen-warring-kingdoms.jpg,/league-of-legends/skin/garen-warring-kingdoms-879,Warring Kingdoms Garen;
/images/champion/skins/portrait/vi-warring-kingdoms.jpg,/league-of-legends/skin/vi-warring-kingdoms-880,Warring Kingdoms Vi;
/images/champion/skins/portrait/gangplank-dreadnova.jpg,/league-of-legends/skin/gangplank-dreadnova-877,Dreadnova Gangplank;
/images/champion/skins/portrait/braum-santa.jpg,/league-of-legends/skin/braum-santa-872,Santa Braum;
/images/champion/skins/portrait/graves-snow-day.jpg,/league-of-legends/skin/graves-snow-day-873,Snow Day Graves;
/images/champion/skins/portrait/karma-winter-wonder.jpg,/league-of-legends/skin/karma-winter-wonder-874,Winter Wonder Karma;
/images/champion/skins/portrait/camille-classic.jpg,/league-of-legends/skin/camille-classic-875,Classic Camille;
/images/champion/skins/portrait/camille-program.jpg,/league-of-legends/skin/camille-program-876,Program Camille;
/images/champion/skins/portrait/lux-elementalist.jpg,/league-of-legends/skin/lux-elementalist-871,Elementalist Lux;
/images/champion/skins/portrait/karthus-lightsbane.jpg,/league-of-legends/skin/karthus-lightsbane-863,Karthus Lightsbane;
/images/champion/skins/portrait/jayce-brighthammer.jpg,/league-of-legends/skin/jayce-brighthammer-864,Jayce Brighthammer;
/images/champion/skins/portrait/bard-bard.jpg,/league-of-legends/skin/bard-bard-865,Bard Bard;
/images/champion/skins/portrait/sejuani-dawnchaser.jpg,/league-of-legends/skin/sejuani-dawnchaser-866,Sejuani Dawnchaser;
/images/champion/skins/portrait/hecarim-worldbreaker.jpg,/league-of-legends/skin/hecarim-worldbreaker-867,Worldbreaker Hecarim;
/images/champion/skins/portrait/nasus-worldbreaker.jpg,/league-of-legends/skin/nasus-worldbreaker-868,Worldbreaker Nasus;
/images/champion/skins/portrait/trundle-worldbreaker.jpg,/league-of-legends/skin/trundle-worldbreaker-869,Worldbreaker Trundle;
/images/champion/skins/portrait/nautilus-worldbreaker.jpg,/league-of-legends/skin/nautilus-worldbreaker-870,Worldbreaker Nautilus;
/images/champion/skins/portrait/teemo-little-devil.jpg,/league-of-legends/skin/teemo-little-devil-859,Little Devil Teemo;
/images/champion/skins/portrait/tristana-bewitching.jpg,/league-of-legends/skin/tristana-bewitching-860,Bewitching Tristana;
/images/champion/skins/portrait/morgana-bewitching.jpg,/league-of-legends/skin/morgana-bewitching-861,Bewitching Morgana;
/images/champion/skins/portrait/maokai-victorious.jpg,/league-of-legends/skin/maokai-victorious-862,Victorious Maokai;
/images/champion/skins/portrait/janna-star-guardian.jpg,/league-of-legends/skin/janna-star-guardian-853,Star Guardian Janna;
/images/champion/skins/portrait/jinx-star-guardian.jpg,/league-of-legends/skin/jinx-star-guardian-854,Star Guardian Jinx;
/images/champion/skins/portrait/lulu-star-guardian.jpg,/league-of-legends/skin/lulu-star-guardian-855,Star Guardian Lulu;
/images/champion/skins/portrait/poppy-star-guardian.jpg,/league-of-legends/skin/poppy-star-guardian-856,Star Guardian Poppy;
/images/champion/skins/portrait/ivern-classic.jpg,/league-of-legends/skin/ivern-classic-857,Classic Ivern;
/images/champion/skins/portrait/ivern-candy-king.jpg,/league-of-legends/skin/ivern-candy-king-858,Candy King Ivern;
/images/champion/skins/portrait/zed-championship.jpg,/league-of-legends/skin/zed-championship-848,Championship Zed;
/images/champion/skins/portrait/riven-championship.jpg,/league-of-legends/skin/riven-championship-852,Championship Riven 2016;
/images/champion/skins/portrait/akali-sashimi.jpg,/league-of-legends/skin/akali-sashimi-847,Sashimi Akali;
/images/champion/skins/portrait/pantheon-baker.jpg,/league-of-legends/skin/pantheon-baker-849,Baker Pantheon;
/images/champion/skins/portrait/leona-barbecue.jpg,/league-of-legends/skin/leona-barbecue-850,Barbecue Leona;
/images/champion/skins/portrait/olaf-butcher.jpg,/league-of-legends/skin/olaf-butcher-851,Butcher Olaf;
/images/champion/skins/portrait/ahri-arcade.jpg,/league-of-legends/skin/ahri-arcade-844,Arcade Ahri;
/images/champion/skins/portrait/corki-arcade.jpg,/league-of-legends/skin/corki-arcade-845,Arcade Corki;
/images/champion/skins/portrait/ezreal-arcade.jpg,/league-of-legends/skin/ezreal-arcade-846,Arcade Ezreal;
/images/champion/skins/portrait/alistar-skt.jpg,/league-of-legends/skin/alistar-skt-838,SKT Alistar;
/images/champion/skins/portrait/azir-skt.jpg,/league-of-legends/skin/azir-skt-839,SKT Azir;
/images/champion/skins/portrait/elise-skt.jpg,/league-of-legends/skin/elise-skt-840,SKT Elise;
/images/champion/skins/portrait/kalista-skt.jpg,/league-of-legends/skin/kalista-skt-841,SKT Kalista;
/images/champion/skins/portrait/renekton-skt.jpg,/league-of-legends/skin/renekton-skt-842,SKT Renekton;
/images/champion/skins/portrait/ryze-skt.jpg,/league-of-legends/skin/ryze-skt-843,SKT Ryze;
/images/champion/skins/portrait/kled-classic.jpg,/league-of-legends/skin/kled-classic-836,Classic Kled;
/images/champion/skins/portrait/kled-sir.jpg,/league-of-legends/skin/kled-sir-837,Sir Kled;
/images/champion/skins/portrait/ashe-project.jpg,/league-of-legends/skin/ashe-project-833,PROJECT: Ashe;
/images/champion/skins/portrait/ekko-project.jpg,/league-of-legends/skin/ekko-project-834,PROJECT: Ekko;
/images/champion/skins/portrait/katarina-project.jpg,/league-of-legends/skin/katarina-project-835,PROJECT: Katarina;
/images/champion/skins/portrait/fiora-pool-party.jpg,/league-of-legends/skin/fiora-pool-party-830,Pool Party Fiora;
/images/champion/skins/portrait/miss-fortune-pool-party.jpg,/league-of-legends/skin/miss-fortune-pool-party-831,Pool Party Miss Fortune;
/images/champion/skins/portrait/taric-pool-party.jpg,/league-of-legends/skin/taric-pool-party-832,Pool Party Taric;
/images/champion/skins/portrait/vayne-soulstealer.jpg,/league-of-legends/skin/vayne-soulstealer-828,Soulstealer Vayne;
/images/champion/skins/portrait/nami-deep-sea.jpg,/league-of-legends/skin/nami-deep-sea-829,Deep Sea Nami;
/images/champion/skins/portrait/thresh-dark-star.jpg,/league-of-legends/skin/thresh-dark-star-826,Dark Star Thresh;
/images/champion/skins/portrait/varus-dark-star.jpg,/league-of-legends/skin/varus-dark-star-827,Dark Star Varus;
/images/champion/skins/portrait/gnar-el-leon.jpg,/league-of-legends/skin/gnar-el-leon-823,El León Gnar;
/images/champion/skins/portrait/dr-mundo-el-macho.jpg,/league-of-legends/skin/dr-mundo-el-macho-824,El Macho Mundo;
/images/champion/skins/portrait/volibear-el-rayo.jpg,/league-of-legends/skin/volibear-el-rayo-825,El Rayo Volibear;
/images/champion/skins/portrait/fizz-super-galaxy.jpg,/league-of-legends/skin/fizz-super-galaxy-820,Super Galaxy Fizz;
/images/champion/skins/portrait/kindred-super-galaxy.jpg,/league-of-legends/skin/kindred-super-galaxy-821,Super Galaxy Kindred;
/images/champion/skins/portrait/shyvana-super-galaxy.jpg,/league-of-legends/skin/shyvana-super-galaxy-822,Super Galaxy Shyvana;
/images/champion/skins/portrait/taliyah-classic.jpg,/league-of-legends/skin/taliyah-classic-818,Classic Taliyah;
/images/champion/skins/portrait/taliyah-freljord.jpg,/league-of-legends/skin/taliyah-freljord-819,Freljord Taliyah;
/images/champion/skins/portrait/kayle-iron-inquisitor.jpg,/league-of-legends/skin/kayle-iron-inquisitor-815,Iron Inquisitor Kayle;
/images/champion/skins/portrait/nocturne-cursed-revenant.jpg,/league-of-legends/skin/nocturne-cursed-revenant-816,Cursed Revenant Nocturne;
/images/champion/skins/portrait/singed-black-scourge.jpg,/league-of-legends/skin/singed-black-scourge-817,Black Scourge Singed;
/images/champion/skins/portrait/diana-infernal.jpg,/league-of-legends/skin/diana-infernal-814,Infernal Diana;
/images/champion/skins/portrait/sion-mecha-zero.jpg,/league-of-legends/skin/sion-mecha-zero-811,Mecha Zero Sion;
/images/champion/skins/portrait/soraka-program.jpg,/league-of-legends/skin/soraka-program-812,Program Soraka;
/images/champion/skins/portrait/lissandra-program.jpg,/league-of-legends/skin/lissandra-program-813,Program Lissandra;
/images/champion/skins/portrait/draven-draven.jpg,/league-of-legends/skin/draven-draven-807,Draven Draven;
/images/champion/skins/portrait/tahm-kench-urf.jpg,/league-of-legends/skin/tahm-kench-urf-808,Urf Kench;
/images/champion/skins/portrait/velkoz-definitely-not.jpg,/league-of-legends/skin/velkoz-definitely-not-809,Definitely Not Vel'Koz;
/images/champion/skins/portrait/maokai-meowkai.jpg,/league-of-legends/skin/maokai-meowkai-810,Meowkai;
/images/champion/skins/portrait/aurelion-sol-ashen-lord.jpg,/league-of-legends/skin/aurelion-sol-ashen-lord-805,Ashen Lord Aurelion Sol;
/images/champion/skins/portrait/aurelion-sol-classic.jpg,/league-of-legends/skin/aurelion-sol-classic-804,Classic Aurelion Sol;
/images/champion/skins/portrait/khazix-death-blossom.jpg,/league-of-legends/skin/khazix-death-blossom-802,Death Blossom Kha'Zix;
/images/champion/skins/portrait/annie-hextech.jpg,/league-of-legends/skin/annie-hextech-806,Hextech Annie;
/images/champion/skins/portrait/leblanc-elderwood.jpg,/league-of-legends/skin/leblanc-elderwood-803,Elderwood Leblanc;
/images/champion/skins/portrait/kennen-blood-moon.jpg,/league-of-legends/skin/kennen-blood-moon-800,Blood Moon Kennen;
/images/champion/skins/portrait/yasuo-blood-moon.jpg,/league-of-legends/skin/yasuo-blood-moon-801,Blood Moon Yasuo;
/images/champion/skins/portrait/orianna-heartseeker.jpg,/league-of-legends/skin/orianna-heartseeker-798,Heartseeker Orianna;
/images/champion/skins/portrait/sona-sweetheart.jpg,/league-of-legends/skin/sona-sweetheart-799,Sweetheart Sona;
/images/champion/skins/portrait/draven-beast-hunter.jpg,/league-of-legends/skin/draven-beast-hunter-795,Beast Hunter Draven;
/images/champion/skins/portrait/sejuani-beast-hunter.jpg,/league-of-legends/skin/sejuani-beast-hunter-796,Beast Hunter Sejuani;
/images/champion/skins/portrait/tryndamere-beast-hunter.jpg,/league-of-legends/skin/tryndamere-beast-hunter-797,Beast Hunter Tryndamere;
/images/champion/skins/portrait/jhin-classic.jpg,/league-of-legends/skin/jhin-classic-793,Classic Jhin;
/images/champion/skins/portrait/jhin-high-noon.jpg,/league-of-legends/skin/jhin-high-noon-794,High Noon Jhin;
/images/champion/skins/portrait/caitlyn-lunar-wraith.jpg,/league-of-legends/skin/caitlyn-lunar-wraith-790,Lunar Wraith Caitlyn;
/images/champion/skins/portrait/morgana-lunar-wraith.jpg,/league-of-legends/skin/morgana-lunar-wraith-791,Lunar Wraith Morgana;
/images/champion/skins/portrait/wukong-radiant.jpg,/league-of-legends/skin/wukong-radiant-792,Radiant Wukong;
/images/champion/skins/portrait/nidalee-challenger.jpg,/league-of-legends/skin/nidalee-challenger-789,Challenger Nidalee;
/images/champion/skins/portrait/bard-snow-day.jpg,/league-of-legends/skin/bard-snow-day-786,Snow Day Bard;
/images/champion/skins/portrait/gnar-snow-day.jpg,/league-of-legends/skin/gnar-snow-day-787,Snow Day Gnar;
/images/champion/skins/portrait/syndra-snow-day.jpg,/league-of-legends/skin/syndra-snow-day-788,Snow Day Syndra;
/images/champion/skins/portrait/braum-lionheart.jpg,/league-of-legends/skin/braum-lionheart-782,Braum Lionheart;
/images/champion/skins/portrait/gragas-caskbreaker.jpg,/league-of-legends/skin/gragas-caskbreaker-783,Gragas Caskbreaker;
/images/champion/skins/portrait/ryze-whitebeard.jpg,/league-of-legends/skin/ryze-whitebeard-784,Ryze Whitebeard;
/images/champion/skins/portrait/varus-swiftbolt.jpg,/league-of-legends/skin/varus-swiftbolt-785,Varus Swiftbolt;
/images/champion/skins/portrait/tristana-dragon-trainer.jpg,/league-of-legends/skin/tristana-dragon-trainer-779,Dragon Trainer Tristana;
/images/champion/skins/portrait/azir-gravelord.jpg,/league-of-legends/skin/azir-gravelord-780,Gravelord Azir;
/images/champion/skins/portrait/hecarim-elderwood.jpg,/league-of-legends/skin/hecarim-elderwood-781,Elderwood Hecarim;
/images/champion/skins/portrait/illaoi-classic.jpg,/league-of-legends/skin/illaoi-classic-777,Classic Illaoi;
